"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar empresa","Como usuario de Nomicol quiero registrar una nueva empresa","ERROR","2022-04-25T09:13:08.502-05:00[America/Bogota]","0.0","35.32"
